"text","text_en","cmp_code","eu_code"
"Στην Ελλάδα που θα αποτελέσει και πάλι πρότυπο δημοκρατίας.","A Greece that will once again be a model of democracy.","202.1",NA
"Για όλη την Ευρώπη και για τον κόσμο.","For all of Europe and for the world.","202.1",NA
"Με Οδικό Χάρτη το Συμβόλαιο Αλλαγής που κρατάτε στα χέρια σας.","With a Road Map, the Contract for Change that you hold in your hands.","305.1",NA
"Το Συμβόλαιο Αλλαγής είναι και το Συμβόλαιο της Νίκης.","The Contract of Change is also the Contract of Victory.","305.1",NA
"ΑΡΘΡΟ 1","ARTICLE 1","H",NA
"Από τις πρώτες ημέρες της προοδευτικής διακυβέρνησης νομοθετούμε για την αύξηση μισθών και εισοδημάτων.","From the first days of progressive government we have been legislating to raise wages and incomes.","701",NA
"Αυξάνουμε τον κατώτατο μισθό, από 01.07.2023, στα 880 ευρώ στον ιδιωτικό τομέα","We increase the minimum wage, from 01.07.2023, to 880 euros in the private sector","412",NA
"και θεσμοθετούμε την ετήσια τιμαριθμική αναπροσαρμογή στο ύψος του πληθωρισμού του προηγούμενου έτους","and we establish the annual indexation at the rate of inflation of the previous year","412",NA
"Ξεπαγώνουμε τις τριετίες ώστε να επιτευχθεί άμεση γενναία αύξηση του μέσου μισθού","We unfreeze the three-year terms in order to achieve an immediate and generous increase in the average wage","701",NA
"Αυξάνουμε τους μισθούς στο Δημόσιο τομέα, από 01.07.23, κατά 10%","We increase wages in the public sector, from 01.07.23, by 10%","409",NA
"Επαναφέρουμε άμεσα τη 13η σύνταξη και αποδίδουμε σε 2,5 εκατομμύρια συνταξιούχους και σε βάθος τετραετίας τα αναδρομικά που τους στέρησε η κυβέρνηση Μητσοτάκη","We immediately reinstate the 13th pension and pay 2.5 million pensioners and over a four-year period the retroactive payments that the Mitsotakis government deprived them of","504",NA
"Χορηγούμε την αύξηση του 7,5% για το 2023 σε όλους τους συνταξιούχους, ανεξαρτήτως της ύπαρξης προσωπικής διαφοράς","We grant the 7.5% increase for 2023 to all pensioners, regardless of the existence of a personal difference","504",NA
"και εντάσσουμε μόνιμα όλους τους συνταξιούχους στον ετήσιο μηχανισμό αύξησης","and permanently include all pensioners in the annual increase mechanism","504",NA
"Θεσπίζουμε αφορολόγητο στα 10.000 ευρώ για όλα τα φυσικά πρόσωπα, για εισοδήματα από την εργασία τους","We establish a tax-free pension of 10.000 for all individuals, for income from employment","402",NA
"και εντάσσουμε στην ενιαία κλίμακα φορολόγησης όλα τα φυσικά πρόσωπα, ανεξαρτήτως μορφής απασχόλησης","and include all individuals in the single tax scale, regardless of their form of employment","503",NA
"Καταργούμε το τέλος επιτηδεύματος","We abolish the business tax","402",NA
"ΑΡΘΡΟ 2","ARTICLE 2","H",NA
"Από τις πρώτες μέρες νομοθετούμε για την αποτελεσματική αντιμετώπιση της ακρίβειας, τη συγκράτηση και μείωση τιμών","From the very first days we legislate to effectively tackle price inflation, to contain and reduce prices","412",NA
"Μειώνουμε τον ΦΠΑ στα τρόφιμα στο 6% και για προϊόντα ζωτικής σημασίας (παιδικές τροφές, γάλα, ψωμί) στον μηδενικό συντελεστή","We reduce VAT on food to 6% and for essential products (baby food, milk, bread) to zero","412",NA
"Μειώνουμε τον ΕΦΚ στον κατώτατο συντελεστή που προβλέπει η Ευρωπαϊκή νομοθεσία","We reduce VAT to the minimum rate set by European legislation","403",NA
"Καταργούμε την απόδοση ΕΦΚ για το αγροτικό και κτηνοτροφικό πετρέλαιο","We abolish the VAT refund for agricultural and livestock oil","403",NA
"Ενισχύουμε τους ελεγκτικούς μηχανισμούς και θεσπίζουμε εντατικούς ελέγχους στις αγορές για να σπάσουμε τα καρτέλ","We strengthen control mechanisms and introduce intensive controls on themarkets to break up cartels","403",NA
"Προχωράμε σε έκτακτη φορολόγηση συσσωρευμένων υπερκερδών και θεσπίζουμε πλαφόν στην κερδοφορία εταιριών κλάδων που παρουσιάζουν συστηματικά υπερκέρδη","We move towards extraordinary taxation of accumulated excess profits and introduce a cap on the profitability of companies in sectors that systematically make excess profits","403",NA
"Προωθούμε τις ενεργειακές κοινότητες και την αυτοπαραγωγή/αυτοκατανάλωση, με στόχο τουλάχιστον το 50% των νέων αδειών να αφορά ενεργειακές κοινότητες και αυτοπαραγωγή","We promote energy communities and self-production/self-consumption, with the aim that at least 50% of new licences should be for energy communities and self-production","411",NA
"Αποκαθιστούμε το μεταφορικό ισοδύναμο για όλους τους νησιώτες, επαναφέρουμε την κανονικότητα των πληρωμών και διευρύνουμε τους δικαιούχου","We restore the transport equivalent for all islanders, restore the regularity of payments and expand the beneficiaries","403",NA
"Μειώνουμε το κόστος της μηνιαίας κάρτας απεριορίστων διαδρομών στις Δημόσιες συγκοινωνίες από τα 27 στα 10 ευρώ","We reduce the cost of the monthly unlimited travel card for public transport from 27 to 10 euros","403",NA
"ΑΡΘΡΟ 3","ARTICLE 3","H",NA
"Από τις πρώτες ημέρες της προοδευτικής διακυβέρνησης προχωράμε σε γενναίες παρεμβάσεις για τη ρύθμιση χρεών και την προστασία πρώτης κατοικίας, επαγγελματικής στέγης και αγροτικής γης","From the first days of the progressive government, we are making bold interventions to regulate debts and protect first homes, commercial housing and agricultural land","403",NA
"Ρυθμίζουμε το ιδιωτικό χρέος σε ασφαλιστικά ταμεία και εφορία, με διαγραφή μέρους της βασικής οφειλής, για χρέη που δημιουργήθηκαν μετά το ξέσπασμα της υγειονομικής κρίσης, και με 120 δόσεις για την αποπληρωμή του υπολοίπου.","We are regulating private debt to social security funds and the tax authorities, with the cancellation of part of the basic debt for debts created after the outbreak of the health crisis, and with 120 instalments for the repayment of the balance.","412",NA
"Δικαίωμα ένταξης στο σχήμα θα έχουν και όσοι απώλεσαν τη ρύθμιση του 2019","Those who lost the 2019 regulation will also have the right to join the scheme","412",NA
"Αναστέλλουμε τους πλειστηριασμούς πρώτης κατοικίας για ακίνητα έως 300.000 ευρώ","Suspend first home auctions for properties up to 300.000 euros","412",NA
"Καταθέτουμε στη Βουλή το συνολικό σχέδιο αντικατάστασης του πτωχευτικού νόμου της ΝΔ με μόνιμα μέτρα ρύθμισης χρεών και προστασίας της πρώτης κατοικίας, επαγγελματικής στέγης και αγροτικής γης","We submit to the Parliament the comprehensive plan to replace the bankruptcy law of ND with permanent measures to regulate debts and protect the first home, commercial housing and agricultural land","403",NA
"Νομοθετούμε πλαίσιο κανόνων εποπτείας και φορολόγησης των δραστηριοτήτων των Funds που κατέχουν κόκκινα δάνεια","We legislate a framework of rules for the supervision and taxation of the activities of funds holding red loans","403",NA
"Νομοθετούμε δεσμευτικό πλαίσιο εξωδικαστικού μηχανισμού ρύθμισης με υποχρεωτικότητα συμμετοχής του πιστωτή.","We legislate a binding framework for an out-of-court settlement mechanism with mandatory participation of the creditor.","403",NA
"Ο μηχανισμός είναι απλός και αυτόματος, μέσω ηλεκτρονικής πλατφόρμας, και δίνει δύο εναλλακτικές επιλογές ρύθμισης.","The mechanism is simple and automatic, through an online platform, and gives two options for settlement.","403",NA
"Μια βραχυχρόνια (5 έως 10 έτη), με μεγάλη διαγραφή της ονομαστικής αξίας του δανείου (40% έως 60%).","A short term (5 to 10 years), with a large write-off of the nominal value of the loan (40% to 60%).","403",NA
"Μια μακροχρόνια (έως 35 έτη), με καταβολή της αντικειμενικής αξίας του ενυπόθηκου ακινήτου σε χαμηλές δόσεις και με σταθερό επιτόκιο 2%.","A long-term (up to 35 years), with payment of the mortgage property's face value in low instalments and a fixed interest rate of 2%.","403",NA
"Σε κάθε περίπτωση προβλέπουμε κρατική επιδότηση έως και 50% της δόσης με διευρυμένα κοινωνικά κριτήρια","In each case we provide for a state subsidy of up to 50% of the instalment with extended social criteria","409",NA
"Επαναφέρουμε τη δυνατότητα προσφυγής στη δικαστική οδό σε περίπτωση αδυναμίας ρύθμισης στο εξωδικαστικό στάδιο, με ειδική σύντομη προθεσμία εκδίκασης","We introduce the possibility of recourse to the courts in the event of failure to settle out of court, with a special short time limit","403",NA
"ΑΡΘΡΟ 4","ARTICLE 4","H",NA
"Αποκαθιστούμε τη δικαιοσύνη και την κανονικότητα στην εργασία","We restore justice and regularity at work","701",NA
"Καταργούμε όλες τις αντεργατικές ρυθμίσεις ΝΔ (Νόμος Χατζηδάκη, νόμος για ΣΣΕ)","We abolish all the anti-labour regulations of the New Democracy (Hatzidakis Law, law on collective bargaining agreements)","701",NA
"Επαναφέρουμε τη διαπραγμάτευση για το μισθό στους Συλλογικούς Εταίρους από το 2024, θέτοντας ως βάση διαπραγμάτευσης την Ετήσια Τιμαριθμική Αναπροσαρμογή","We restore the negotiation of wages to the Collective Bargaining Partners from 2024, setting the Annual Price Adjustment as the basis for negotiation","405",NA
"Αποκαθιστούμε τις Συλλογικές Συμβάσεις Εργασίας","We restore the Collective Labour Agreements","701",NA
"Ανασυστήνουμε το ΣΕΠΕ και το ενισχύουμε για ουσιαστικούς ελέγχους τήρησης της νομιμότητας","We reconstitute the SEPE and strengthen it for substantial checks on compliance with legality","701",NA
"ΑΡΘΡΟ 5","ARTICLE 5","H",NA
"Ανακτούμε το δημόσιο έλεγχο στην ενέργεια και το νερό, συγκροτούμε δημόσιο πυλώνα στο τραπεζικό σύστημα","We are restoring public control over energy and water, establishing a public pillar in the banking system","413",NA
"Ανακτούμε το δημόσιο έλεγχο στη ΔΕΗ,","We are restoring public control over the PPC,","413",NA
"και ορίζουμε διοίκηση που θα έχει στόχο την προστασία των καταναλωτών και όχι να ηγείται η εταιρεία στο ράλι της αισχροκέρδειας","and appoint an administration that will aim to protect consumers and not to lead the company in the rally of obscenity","403",NA
"Επαναφέρουμε τις μετοχές των ΕΥΔΑΠ-ΕΥΑΘ στο Δημόσιο και μειώνουμε τον ΦΠΑ στο πόσιμο νερό στο 6% (από 13%) και στην αποχέτευση στο 13% (από 24%)","We return the shares of EYDAP-EYATH to the state and reduce the VAT on drinking water to 6% (from 13%) and on sewage to 13% (from 24%)","413",NA
"Καταργούμε το ΤΧΣ και υπάγουμε τις μετοχές του στο Υπουργείο Οικονομικών","We abolish the HFSF and place its shares under the Ministry of Finance","413",NA
"Αξιοποιούμε το μερίδιο μετοχών του δημοσίου στην Εθνική Τράπεζα, ώστε να αποτελέσει, μαζί με την Αναπτυξιακή, ένα δημόσιο πυλώνα στο χρηματοπιστωτικό σύστημα, που θα καθοδηγεί τον ανταγωνισμό προς όφελος της πραγματικής οικονομίας και της υγιούς επιχειρηματικότητας","We utilize the public share in the National Bank, so that, together with the Development Bank, it becomes a public pillar in the financial system, guiding competition for the benefit of the real economy and healthy entrepreneurship","403",NA
"ΑΡΘΡΟ 6","ARTICLE 6","H",NA
"Οικοδομούμε ένα νέο ισχυρό ΕΣΥ, για αξιοπρεπή περίθαλψη και φροντίδα υγείας για όλους","We are building a new strong NHS, for decent health care and health care for all","504",NA
"Αυξάνουμε τις δημόσιες δαπάνες για την υγεία στο 7% του ΑΕΠ σε βάθος τετραετίας","We are increasing public spending on health to 7% of GDP over four years","504",NA
"Αποκαθιστούμε τον δημόσιο χαρακτήρα του ΕΣΥ, με ακύρωση των νόμων της ΝΔ για τις εργασιακές σχέσεις των γιατρών και την ιδιωτικοποίηση του συστήματος υγείας","We are restoring the public character of the NHS, with the annulment of the laws of the New Democracy Party on doctors' labour relations and the privatisation of the health system","504",NA
"Προχωράμε άμεσα σε γενναία μισθολογική αναβάθμιση των γιατρών και των υπόλοιπων εργαζομένων του ΕΣΥ.","We are proceeding immediately to a generous wage upgrade for doctors and other NHS employees.","504",NA
"Με εισαγωγικό μισθό 2.000 ευρώ στους γιατρούς,","With starting salary 2.000 euros to doctors,","504",NA
"με ένταξη στα βαρέα και ανθυγιεινά των νοσηλευτών,","with the inclusion of nurses in the heavy and unhealthy,","504",NA
"με νέα δέσμη κινήτρων (εργασιακών, οικονομικών, κοινωνικών, εκπαιδευτικών, επιστημονικής εξέλιξης) για την προσέλκυση ιατρικού δυναμικού στο ΕΣΥ,","with a new set of incentives (labor, economic, social, educational, scientific development) to attract medical personnel to the NHS,","504",NA
"με ειδική μέριμνα για τις δυσπρόσιτες/νησιωτικές περιοχές αλλά και για τις ειδικότητες σε έλλειψη και τα άγονα τμήματα και κλινικές σε όλη τη χώρα","with special care for hard-to-reach/island areas but also for shortage specialties and understaffed departments and clinics across the country","504",NA
"Μονιμοποιούμε όσους βρέθηκαν στην πρώτη γραμμή της πανδημίας, επικουρικούς γιατρούς και νοσηλευτικό προσωπικό,","We are reassigning those on the front line of the pandemic, auxiliary doctors and nurses,","504",NA
"και προχωράμε σε 15.000 στοχευμένες προσλήψεις σε βάθος 4ετίας,","and moving to 15.000 targeted recruitments over a 4-year period,","504",NA
"με παράλληλη θεσμοθέτηση μηχανισμού αυτόματης κάλυψης κενών συνταξιοδότησης","with the parallel institutionalization of a mechanism to automatically fill retirement vacancies","504",NA
"Επαναφέρουμε τις Συμβάσεις Ορισμένου Χρόνου σε καθαριότητα-φύλαξη-σίτιση των νοσοκομείων","We are reintroducing fixed-term contracts for cleaning, security and maintenance of hospitals","504",NA
"Ενισχύουμε την Πρωτοβάθμια Φροντίδα Υγείας με στόχο τη λειτουργία 380 ΤΟ ΜΥ, σε όλη τη χώρα, σε βάθος τετραετίας","We are strengthening Primary Health Care with the aim of operating 380 PHCs throughout the country over a 4-year period","504",NA
"Ενισχύουμε το θεσμό του οικογενειακού γιατρού με την αξιοποίηση ιδιωτών γιατρών συμβεβλημένων με τον EOПTYY","We are strengthening the institution of the family doctor by using private doctors contracted by EOПTYY","504",NA
"ΑΡΘΡΟ 7","ARTICLE 7","H",NA
"Επενδύουμε στο μέλλον με τη γενναία στήριξη όλων των βαθμίδων εκπαίδευσης.","We invest in the future by generously supporting all levels of education.","506",NA
"Αυξάνουμε τη χρηματοδότηση για την Παιδεία στο 5% του ΑΕΠ σε βάθος 4ετίας","We increase funding for education to 5% of GDP over 4 years","506",NA
"Διπλασιάζουμε τη χρηματοδότηση των ΑΕΙ σε βάθος 4ετίας","We double the funding for HEIs over 4 years","506",NA
"Προκηρύσσουμε διορισμούς εκπαιδευτικών με στόχο σε βάθος 4ετίας, οι αναπληρωτές να αποτελούν το 5% του αριθμού των μόνιμων, από 30% που είναι σήμερα.","We advertise teacher appointments with the aim that, over 4 years, substitutes will make up 5% of the number of permanent teachers, up from 30% today.","506",NA
"Διπλασιάζουμε τον αριθμό των καθηγητών στα Πανεπιστήμιά μας σε βάθος 4ετίας.","We are doubling the number of professors in our universities over 4 years.","506",NA
"Ενισχύουμε αποφασιστικά τις δημόσιες δαπάνες για την έρευνα","We decisively strengthen public spending on research","411",NA
"και μεταφέρουμε την εποπτεία ξανά στο υπουργείο παιδείας.","and transfer supervision back to the Ministry of Education.","411",NA
"Καταργούμε την Ελάχιστη βάση Εισαγωγής για την πρόσβαση στα πανεπιστήμια από τη φετινή χρονιά, με άμεση επαναφορά του ν.4610/2019.","We abolish the Minimum Admission Base for access to universities from this year, with immediate reinstatement of Law 4610/2019.","506",NA
"Καταργούμε την πανεπιστημιακή αστυνομία","We abolish the university police","605.2",NA
"ΑΡΘΡΟ 8","ARTICLE 8","H",NA
"Στηρίζουμε αποφασιστικά τους νέους και τις γυναίκες,","We resolutely support young people and women,","706",NA
"αλλάζουμε την πολιτική ένταξης","change the integration policy","706",NA
"και βάζουμε φρένο στη δημογραφική γήρανση του πληθυσμού","and put a brake on the demographic ageing of the population","706",NA
"Αποδίδουμε σε 900.000 γυναίκες το επίδομα μητέρας (πρώην επίδομα παιδιού) το οποίο θα λαμβάνουν από τη γέννηση του παιδιού τους μέχρι τα 24 του χρόνια, ανεξαρτήτως σπουδών, και από τη συντάξιμη ηλικία τους εφ' όρου ζωής",".000 women the maternity allowance (formerly child benefit) which they will receive from the birth of their child until the age of 24, regardless of their studies, and from their pensionable age for life","504",NA
"Αυξάνουμε το επίδομα μητέρας για το 2ο παιδί, από 70 ευρώ στα 105 ευρώ/μήνα, και διευρύνουμε τα εισοδηματικά κριτήρια χορήγησης","We increase the maternity allowance for the second child from €70 to €105/month, and broaden the income criteria for granting","504",NA
"Εξισώνουμε την άδεια μητρότητας στις εργαζόμενες ιδιωτικού και δημοσίου τομέα","maternity leave Equalise maternity leave for private and public sector workers","504",NA
"Επεκτείνουμε το επίδομα μητρότητας στις αυτοαπασχολούμενες ελεύθερες επαγγελματίες και αγρότισσες, από τους 4 στους 9 μήνες","Extend maternity allowance to self-employed freelancers and farmers, from 4 to 9 months","504",NA
"Καθιερώνουμε άδεια μητρότητας σε αυτοαπασχολούμενες, ελεύθερες επαγγελματίες και αγρότισσες","We introduce maternity leave for self-employed women, self-employed workers and farmers","504",NA
"Διασφαλίζουμε δωρεάν ένταξη όλων των παιδιών στους βρεφονηπιακούς σταθμούς","We ensure free admission of all children to nursery schools","506",NA
"Διπλασιάζουμε την επιδότηση ενοικίου σε νέες και νέους 25-44 ετών","We double the rent subsidy for young people aged 25-44 years old","504",NA
"Δημιουργούμε Τράπεζα στέγης για τη χορήγηση οικονομικά προσιτής κατοικίας σε νέα ζευγάρια","We create a housing bank to provide affordable housing to young couples","403",NA
"Απαγορεύουμε το airbnb σε νομικά πρόσωπα","We ban airbnb for legal entities","403",NA
"Διπλασιάζουμε το επίδομα ενοικίου και διευρύνουμε τα κριτήρια ένταξης","We double the rent subsidy and broaden the criteria for inclusion","504",NA
"Απλοποιούμε τη διαδικασία πολιτογράφησης στη βάση ευρωπαϊκών προτύπων με στόχο την ταχύτερη και δίκαιη απόδοση ιθαγένειας σε χιλιάδες ανθρώπους που ζουν και εργάζονται για δεκαετίες στη χώρα","We simplify the naturalization process based on European standards in order to grant citizenship more quickly and fairly to thousands of people who have lived and worked in the country for decades","607.2",NA
"ΑΡΘΡΟ 9","ARTICLE 9","H",NA
"Ενισχύουμε αποφασιστικά τον Πολιτισμό και τους ανθρώπους της πολιτισμικής δημιουργίας","We decisively strengthen culture and the people of cultural creation","502",NA
"Θωρακίζουμε το Δημόσιο χαρακτήρα της πολιτιστικής κληρονομιάς","We safeguard the public character of cultural heritage","502",NA
"Καταργούμε το ΠΔ 85/2022.","We repeal the PD 85/2022.","502",NA
"Ένταξη των καλλιτεχνικών ειδικοτήτων στη βαθμίδα ΤΕ δια νόμου","Incorporation of artistic specialties into the TE level by law","502",NA
"Ενισχύουμε και αναπτύσσουμε την καλλιτεχνική εκπαίδευση για τις παραστατικές τέχνες, ιδρύοντας Ανώτατη Σχολής Παραστατικών Τεχνών και ενισχύοντας ήδη υπάρχοντα πανεπιστημιακά τμήματα","We strengthen and develop artistic education for the performing arts by establishing a Higher School of Performing Arts and strengthening existing university departments","502",NA
"Διαβαθμίζουμε τους τίτλους σπουδών της καλλιτεχνικής εκπαίδευσης (μουσικής, χορού, θεάτρου, κινηματογράφου) σε βαθμίδα αντίστοιχη με ΤΕ","We upgrade the qualifications of artistic education (music, dance, theatre, cinema) to a level equivalent to TE","502",NA
"ΑΡΘΡΟ 10","ARTICLE 10","H",NA
"Στηρίζουμε τα άτομα με αναπηρία","We support people with disabilities","503",NA
"Αυξάνουμε τη δαπάνη των επιδομάτων αναπηρίας κατά 20%, ανεξαρτήτως ηλικιακών κριτηρίων, με άρση των υφιστάμενων αδικιών σε κατηγορίες ανάπηρων ατόμων","We increase the expenditure of disability allowances by 20%, regardless of age criteria, by removing existing injustices in categories of disabled persons","503",NA
"Μεταρρυθμίζουμε ριζικά το σύστημα διάγνωσης και πιστοποίησης, με ενίσχυση των ΚΕΠΑ και στελέχωσή τους και με εξειδικευμένο προσωπικό","We radically reform the system of diagnosis and certification, by strengthening the KEPAs and staffing them with qualified personnel","503",NA
"Εξασφαλίζουμε προσβασιμότητα σε όλα τα κτίρια δημόσιας χρήσης εντός τριετίας","Ensure accessibility in all public buildings within three years","503",NA
"Εκπονούμε και εφαρμόζουμε πιλοτικό πρόγραμμα 20 πλήρως προσβάσιμων γειτονιών","Develop and implement a pilot programme of 20 fully accessible neighbourhoods","411",NA
"Εξασφαλίζουμε προσωπικό βοηθού ή φροντιστή για 70.000 άτομα, ανάλογα με τις ανάγκες του ανάπηρου ατόμου, ακόμη και σε 24ωρη βάση","Ensure staffing of an assistant or carer for 70.000 people, depending on the needs of the disabled person, even on a 24-hour basis","504",NA
"ΑΡΘΡΟ 11","ARTICLE 11","H",NA
"Μεταρρυθμίζουμε το κράτος, για περισσότερη αξιοκρατία, λογοδοσία, δικαιοσύνη","We reform the state, for more meritocracy, accountability, justice","303",NA
"Καταργούμε το νόμο του επιτελικού κράτους","We abolish the law of the executive state","303",NA
"Καμία θέση πάγιας διοικητικής ιεραρχίας δεν καταλαμβάνεται από μετακλητός υπάλληλο","No position in the fixed administrative hierarchy is occupied by a temporary employee","304",NA
"Ενισχύουμε τον ΑΣΕΠ: το σύνολο των προσλήψεων γίνεται υπό την εποπτεία του","We strengthen the APSEP: All recruitment is under its supervision","303",NA
"Θεσμοθετούμε Διαύγεια για την παρακολούθηση των τεχνικών έργων και Ψηφιακό μητρώο για όλες τις δημόσιες υποδομές","We establish Transparency for the monitoring of technical projects and a Digital Register for all public infrastructure","202.1",NA
"Μεταρρυθμίζουμε τη λειτουργία και το θεσμικό πλαίσιο της Ελληνικής Αστυνομίας με στόχο την αποτελεσματική αντιμετώπιση του εγκλήματος","We reform the operation and the institutional framework of the Hellenic Police in order to effectively tackle crime","605.1",NA
"Επαναφέρουμε την ΕΥΠ στο Υπουργείο Προστασίας του Πολίτη.","We reinstate the NAP in the Ministry of Citizen Protection.","605.1",NA
"Καταργούμε τη διάταξη που επιτρέπει τη γνωστοποίηση παρακολούθησης από την ΕΥΠ τρία χρόνια μετά την ολοκλήρωσή της.","We abolish the provision that allows the disclosure of surveillance by the NIS three years after its completion.","605.1",NA
"Προσδιορίζουμε νομοθετικά τον ορισμό της εθνικής ασφάλειας","Legislatively define the definition of national security","605.1",NA
"Καταργούμε όλες τις ποινικές ασυλίες.","Remove all criminal immunities.","605.1",NA
"Όλοι ίσοι απέναντι στο νόμο","Everyone is equal before the law","503",NA
"Καταργούμε τις δυσμενείς διατάξεις του ν.4800/2021 για την υποχρεωτική συνεπιμέλεια και εκσυγχρονίζουμε το οικογενειακό δίκαιο","We abolish the unfavourable provisions of Law 4800/2021 on compulsory co-custody and modernise family law","204",NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Στήριξη ενός πολυετούς προγράμματος επενδύσεων. - Στήριξη ενός πολυετούς προγράμματος επενδύσεων, που θα στοχεύει στην ενίσχυση της βιώσιμης ανάπτυξης, στην αναβάθμιση των επενδυτικών προοπτικών της οικονομίας και στη μείωση της ανεργίας.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Κατάργηση του ΤΕΚΑ. - Κατάργηση του ΤΕΚΑ (Ταμείο Επικουρικής Κεφαλαιοποιητικής Ασφάλισης). Ρύθμιση χρεών, διαγραφή μέρους βασικής οφειλής, για χρέη που δημιουργήθηκαν μετά το ξέσπασμα της υγειονομικής κρίσης και 120 δόσεις για την αποπληρωμή του υπολοίπου.",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επαναφορά των Διετών Προγραμμάτων Σπουδών σε ΕΠΑΛ. - Επαναφορά των Διετών Προγραμμάτων Σπουδών όπου θα εισάγονται χωρίς εξετάσεις οι απόφοιτοι των ΕΠΑΛ και θα παρέχουν επαγγελματικό πιστοποιητικό ευρωπαϊκών προδιαγραφών.,NA,NA,NA
